Permit #,Establishment Name,Address,Zip,Est Type,First Seen,Last Seen,Inspections
121716,HIGH PROOF HIDEAWAY LLC,,40507,LLC,2025-07-24,2025-07-24,1
121748,GOOD FORTUNE TATTOO,,40508,,2025-12-15,2025-12-15,1
121815,AYAME JAPANESE MARKET,115 CODELL DRIVE STE 120,40509,62,2024-05-08,2024-05-10,2
121817,ROWAN INC,,40517,,2025-09-15,2025-09-15,1
121859,SHAZI MART LLC,771 NEWTOWN PIKE,40511,54,2024-05-20,2025-10-20,6
121860,MOODY MIKE'S,802 LIMESTONE,40505,11,2024-06-10,2025-12-19,2
121926,ANGIE B'S,559 OHIO STREET,40508,52,2024-05-03,2024-05-03,1
121929,INFINITY: ROOFTOP RESTAURANT + BAR,150 W. MAIN ST,40507,+ BAR,2024-05-15,2025-12-23,3
121952,HYATT PLACE LEXINGTON,2001 BRYANT ROAD,40509,11,2024-05-02,2025-11-07,3
121960,CANTEEN @ LOWES #2345 BREAKROOM,,40509,BREAKROOM,2025-08-22,2025-08-22,1
121961,CANTEEN @ LOWES #0607 BREAKROOM,4055 NICHOLS PARK DRIVE,40503,BREAKROOM,2024-06-18,2025-07-22,3
121962,AMAZON-DKY5-FRONT-MARKET C,1180 NEWTOWN PIKE,40511,62,2024-06-17,2024-06-17,1
121963,AMAZON-DKY5-BACK-MARKET C,1180 NEWTOWN PIKE,40511,62,2024-06-17,2024-06-17,1
121967,CHI-LEX PIZZERIA LLC DBA ROSATI'S CHURRERIA LA CONEJA 2 PIZZA,"148 MALABU DR, SUITE 160",40503,CHURRERIA LA CONEJA 2 PIZZA,2024-05-16,2025-12-02,3
122012,TRIPLE B-BUBBLE TEA,101 W. LOUDON AVE 138/140,40508,11,2024-05-16,2024-05-16,1
122034,JD'S KITCHEN AND CATERING,161 E. REYNOLDS ROAD,40517,11,2024-05-13,2025-07-22,2
122036,SAV'S GOURMET ICE CREAM,819 NATIONAL AVENUE SUITE 130,40502,11,2024-05-09,2025-11-21,2
122041,SHANE'S SHACK,2323 WOODHILL DRIVE,40509,52,2024-06-03,2024-06-03,1
122076,BISCUIT DADDIES LLC,101 W LOUDON AVE STE 138,40508,11,2024-05-16,2024-05-16,1
122082,BUMBLE BITES,3735 PALOMAR CENTRE DRIVE #230,40513,11,2024-06-06,2025-11-11,2
122143,PINAS LOCAS,1465 VILLAGE DRIVE,40504,52,2024-05-16,2024-05-16,1
122169,SKY ZONE,3644 BOSTON ROAD STE 130,40514,11,2024-05-28,2025-07-23,2
122172,CLAYS MILL CARES DAYCARE & PRESCHOOL,,40503,& PRESCHOOL,2025-07-08,2025-07-08,1
122174,THE FAMILY BUSINESS TATTOO PARLOUR (PIERCING),,40503,TATTOO PARLOUR (PIERCING),2025-09-18,2025-09-18,1
122272,MARISCOS TIJUAS,110 CYNTHIA DRIVE,40356,52,2024-05-28,2024-05-28,1
122284,IRIE FLAVORS LLC,428 SOUTHLAND DRIVE,40503,42,2024-05-31,2024-05-31,1
122295,RADIANT SKIN AND BROWS,,40503,,2025-12-11,2025-12-11,1
122323,JACK'S SANDBAR,2536 LARKIN ROAD,40503,11,2024-06-14,2025-08-11,2
122324,"CARSON'S FOOD & DRINK #2, LLC",3450 TODDS ROAD,40509,"#2, LLC",2024-06-14,2025-08-20,2
122365,EL MEZQUITAL,107 TRAFTON SUITE 2140,40504,52,2024-06-05,2024-06-05,1
122396,ICE & FRUITS,,40504,,2025-08-18,2025-08-18,1
122413,TAQUERIA LA CHIQUIS #2,703 ISAAC SHELBY CIRCLE W.,40601,52,2024-06-10,2024-06-10,1
122429,HOLLIS BAR-B-QUE,428 SOUTHLAND DR,40503,42,2024-06-24,2024-06-24,1
122459,EL JAIBO 2 (NOT OPEN),63 IMPERIAL AVE,40511,52,2024-06-20,2024-06-20,1
122482,LANSDOWNE GROVE APARTMENTS-OUTDOOR COURTYARD LEXINGTON NORTH- INDOOR,,40517,COURTYARD LEXINGTON NORTH- INDOOR,2025-08-21,2025-08-21,1
122497,DOUGLASS PARK CONCESSIONS,726 GEORGETOWN STREET,40511,11,2024-06-21,2025-07-02,2
122527,EL MILAGRO,1073 CAMELLIA DRIVE,40504,52,2024-06-18,2024-06-18,1
122543,MAX FUEL,,40503,,2025-07-18,2025-07-18,1
122584,NOIR NAILS COFFEE & BAR,,40509,BAR,2025-08-11,2025-08-11,1
122646,2 FISTED WILLIE'S,,40508,,2025-10-21,2025-10-21,1
122696,PLAYA BOWLS,,40513,,2025-10-21,2025-10-21,1
122699,FOOD TRUCK LA JAROCHITA,,40511,,2025-10-30,2025-10-30,1
122730,PAPA JOHN'S #32,,40505,,2025-09-11,2025-09-11,1
122731,PANERA BREAD #6373,,40509,,2025-08-19,2025-08-19,1
122871,DHL SUPPLY CHAIN SMUCKERS WH-MARKET C,,40511,WH-MARKET C,2025-10-20,2025-10-20,1
122872,MBM AFRICAN MARKET,,40503,,2025-09-03,2025-09-03,1
122883,MINT MARKET LLC,,40504,,2025-11-11,2025-11-11,1
122884,WATAN MEDITERRANEAN GRILL,,40503,GRILL,2025-08-19,2025-08-19,1
122928,SHEPHERDS HOUSE,,40505,,2025-11-20,2025-11-20,1
122929,ATHENIAN GRILL,,40503,,2025-08-14,2025-08-14,1
122950,THE GREENERY,,40507,,2025-09-18,2025-09-18,1
122957,TENEBROUS TATTOO,,40503,,2025-12-09,2025-12-09,1
122966,HELADO OAXACA,,40517,,2025-09-12,2025-09-12,1
122983,VIVA MEXICO KOUTCHEN LLC,,40507,KOUTCHEN LLC,2025-11-17,2025-11-17,1
123044,HIBACHI GRILL BUFFET 99 INC,,40505,99 INC,2025-10-02,2025-10-02,1
123047,TOLLY HO,,40508,,2025-09-09,2025-09-09,1
123056,UKY DEPT DIETETICS & HUMAN NUTRITION,,40506,HUMAN NUTRITION,2025-09-22,2025-09-22,1
123060,LCH TRAILER,,40511,,2025-08-16,2025-08-16,1
123069,BLENZ BOWLS,,40508,,2025-09-17,2025-09-17,1
123072,LEXINGTON GRIFFIN GATE MARRIOT GOLF KITCHEN,,40511,MARRIOT GOLF KITCHEN,2025-09-26,2025-09-26,1
123073,LEXINGTON GRIFFIN GATE MARRIOT RESORT,,40511,MARRIOT RESORT,2025-10-02,2025-10-02,1
123075,"PERMANENT MAKEUP ROOM, LLC",,40503,LLC,2025-11-11,2025-11-11,1
123089,MAPLE GROVE MOBILE HOME PARK,,40511,PARK,2025-10-14,2025-10-14,1
123101,DOVA'S KITCHEN,,40503,,2025-10-29,2025-10-29,1
123127,SASSY BLEU,,40507,,2025-07-16,2025-07-16,1
123144,LA CARRETA,,40504,,2025-11-05,2025-11-05,1
123166,SONIC #83209 VALLITA'S SWEET AND SALTY,,40504,VALLITA'S SWEET AND SALTY,2025-07-07,2025-07-07,1
123179,MILETA,,40503,,2025-11-19,2025-11-19,1
123197,MEMORIAL COLISEUM WEST GRAB AND GO,,40508,GRAB AND GO,2025-11-03,2025-11-03,1
123198,MEMORIAL COLISEUM EAST GRAB AND GO,,40508,GRAB AND GO,2025-11-03,2025-11-03,1
123265,SELMA'S CATERING AND EVENTS,,40505,EVENTS,2025-09-08,2025-09-08,1
123271,BAYOU BLUEGRASS CATERING,,40508,,2025-11-19,2025-11-19,1
123272,INK ADDICTION TATTOOS,,40509,,2025-12-29,2025-12-29,1
123273,INK ADDICTION TATTOOS (PIERICING),,40509,(PIERICING),2025-12-10,2025-12-10,1
123274,THE HILL,,40508,,2025-10-08,2025-10-08,1
123275,FEEL GOOD NUTRITION,,40509,,2025-10-15,2025-10-15,1
123294,THE HONEY BAKED HAM COMPANY,,40509,COMPANY,2025-11-11,2025-11-11,1
123341,BREWER DUDE,,40502,,2025-11-06,2025-11-06,1
123363,FUNKY ROOSTER COFFEE,,40508,,2025-10-09,2025-10-09,1
123377,BK'S COOKIES & MORE,,40503,,2025-11-17,2025-11-17,1
123382,DINGBATS,,40508,,2025-10-02,2025-10-02,1
123394,PARLOUR,,40504,,2025-08-14,2025-08-14,1
123415,OSAKA KANGEI INC,,40509,,2025-11-07,2025-11-07,1
123431,STARBUCKS COFEE #71235,,40511,,2025-10-15,2025-10-15,1
123480,LEXINGTON LATIN UPPER SCHOOL,,40514,SCHOOL,2025-09-23,2025-09-23,1
123508,THE GALLINERO GRILL CHICKEN,,40504,CHICKEN,2025-09-25,2025-09-25,1
123521,JAMES PEPPER DISTILLERY CO. LLC,,40504,CO. LLC,2025-12-01,2025-12-01,1
123534,"THAI HOUSE LEXINGTON, LLC",,40505,LLC,2025-11-10,2025-11-10,1
123549,BELLE'S COCKTAIL BAR DBA BELLE'S 152-156 MARKET STREET COCKTAIL,,40507,152-156 MARKET STREET COCKTAIL,2025-10-30,2025-10-30,1
123555,JJ BURGERS AND FRIES,,40509,,2025-11-25,2025-11-25,1
123570,POPPYS FLOWER BAR,,40502,,2025-11-13,2025-11-13,1
123592,SUNSHINE NUTRITION,,40511,,2025-10-15,2025-10-15,1
123606,BLACK SOIL KY,,40504,,2025-12-09,2025-12-09,1
123610,JESSE'S SLOOO GOOD CATERING INC.,,40505,INC.,2025-11-14,2025-11-14,1
123641,WORLD OF GOURMET,,40508,,2025-11-24,2025-11-24,1
123660,POPEYES,,40503,,2025-11-21,2025-11-21,1
123705,DAIRY QUEEN JASMINE RICE THAI & VIETNAM,,40517,JASMINE RICE THAI & VIETNAM,2025-11-19,2025-11-19,1
123731,PARTEE'S KITCHEN,,40508,,2025-12-09,2025-12-09,1
123769,CASEY'S #4662,,40509,,2025-11-20,2025-11-20,1
123770,CASEY'S #4664,,40511,,2025-12-09,2025-12-09,1
123771,CASEY'S #4665,,40511,,2025-11-26,2025-11-26,1
123773,CHICK FIL A FAYETTE MALL,,40503,MALL,2025-10-06,2025-10-06,1
123811,NAILS'N LASHES,,40509,,2025-11-26,2025-11-26,1
123812,LEXINGTON MEDICAL TATTOOING AND SCAR,,40509,AND SCAR,2025-10-29,2025-10-29,1
123845,THE CLERESTORY,,40508,,2025-12-11,2025-12-11,1
123850,NAZ'S HALAL FOOD,,40508,,2025-10-30,2025-10-30,1
123863,BRIGHT FUTURES ACADEMY OF LEXINGTON,,40505,OF LEXINGTON,2025-12-01,2025-12-01,1
123864,STINGING NETTLE TATTOO,,40508,,2025-11-20,2025-11-20,1
123903,SO PRETTY IT HURTS,,40503,,2025-12-15,2025-12-15,1
123944,TIJUANA FLATS #5550,,40505,,2025-12-05,2025-12-05,1
123960,RESTAURANTE LA BENDISIO PUPUSERIA RICHMOND PLACE SENIOR LIVING,,40509,RICHMOND PLACE SENIOR LIVING,2025-11-17,2025-11-17,1
123973,CHIPOTLE MEXICAN GRILL,,40509,,2025-12-04,2025-12-04,1
123976,TROPICAL SMOOTHIE CAFE,,40503,,2025-07-08,2025-07-08,1
123990,BOURBON N' TOULOUSE,,40511,,2025-09-05,2025-09-05,1
124014,DOWNTOWN MART LLC DBA RUBY'S SUPERMARKET,,40507,RUBY'S SUPERMARKET,2025-12-09,2025-12-09,1
124020,3TEN LLC,,40507,,2025-07-10,2025-07-10,1
124025,"RICHMOND ROAD ROD, LLC - DUNKIN DONUTS",,40509,- DUNKIN DONUTS,2025-07-15,2025-07-15,1
124028,"BOURBON BARREL BARBECUE, LLC DBA ""LX",,40502,"LLC DBA ""LX",2025-09-17,2025-09-17,1
124029,STELLA'S KIDS DAYCARE,,40508,,2025-12-05,2025-12-05,1
124079,EL SABOR OAXAQUENO #2,,40503,,2025-12-01,2025-12-01,1
124080,ROSE GOLD BEAUTY LLC,,40503,,2025-11-13,2025-11-13,1
124101,TOTS LANDING BEAVER PLACE,,40503,PLACE,2025-08-06,2025-08-06,1
124135,ATHENS LUNCHROOM,,40515,,2025-11-18,2025-11-18,1
124150,ZENSHI HANDCRAFTED SUSHI @ KROGER 759-777 NEWTOWN SPRINGS #797,,40511,759-777 NEWTOWN SPRINGS #797,2025-09-16,2025-09-16,1
124173,OMAKASE SUSHI & GRILL,,40513,,2025-08-13,2025-08-13,1
124183,TIMMYS CLAYS MILL - TIMMY TWO TIMES,,40503,TIMMY TWO TIMES,2025-08-14,2025-08-14,1
124203,CROWN AFRICAN CUISINE LLC,,40503,LLC,2025-07-22,2025-07-22,1
124205,CAMEL CLUB,,40508,,2025-10-28,2025-10-28,1
124234,"PUBLIX SUPER MARKETS, INC #1887",,40513,INC #1887,2025-11-24,2025-11-24,1
124236,"PUBLIX SUPER MARKETS, INC #2051",,40511,INC #2051,2025-09-10,2025-09-10,1
124237,PUBLIX LIQUOR STORE #3651,,40511,#3651,2025-09-17,2025-09-17,1
124238,JEFF'S DONUTS,,40504,,2025-08-26,2025-08-26,1
124248,TOT'S LANDING LEARNING CENTERS,,40504,CENTERS,2025-08-22,2025-08-22,1
124249,TOT'S LANDING LEARNING CENTERS,,40509,CENTERS,2025-07-15,2025-07-15,1
124269,LEX PANTRY LLC,,40507,,2025-09-26,2025-09-26,1
124273,"MYRIAD BY MTB, LLC",,40502,,2025-08-21,2025-08-21,1
124294,BETTER BLEND LEXINGTON,,40503,,2025-09-10,2025-09-10,1
124295,BIG KAHUNA HAWAIIAN BBQ,,40503,BBQ,2025-09-09,2025-09-09,1
124307,BLACK - TYPE BREWING,,40504,,2025-10-15,2025-10-15,1
124315,SAI SUPER BAZAR GOGA JAHAR VEER - RESIDENCE,,40509,GOGA JAHAR VEER - RESIDENCE,2025-09-11,2025-09-11,1
124347,GOGA JAHAR VEER - RESIDENCE INN LEXINGTON,,40511,INN LEXINGTON,2025-10-30,2025-10-30,1
124349,MINTON'S,,40502,,2025-10-09,2025-10-09,1
124350,GOGA JAHAR VEER - RESIDENCE INN LEXINGTON,,40511,INN LEXINGTON,2025-08-05,2025-08-05,1
124354,"JOE BOLOGNAS RESTAURANT, L.L.C. SERENOS EL CUARTEL DE VILLA",,40508,SERENOS EL CUARTEL DE VILLA,2025-12-03,2025-12-03,1
124360,COFFEE TIMES INC,,40503,,2025-09-12,2025-09-12,1
124377,NORTHEAST FOOD PANTRY,,40509,,2025-09-09,2025-09-09,1
124382,BIG BLUE DELI,,40507,,2025-09-08,2025-09-08,1
124390,CLUB HALO,,40507,,2025-10-14,2025-10-14,1
124410,AJ'S WINGS & THINGS,,40504,,2025-09-25,2025-09-25,1
124412,LEXINGTON HEARING & SPEECH CENTER,,40502,SPEECH CENTER,2025-10-07,2025-10-07,1
124456,BLEED BLUE INK (PIERCING),,40507,,2025-09-24,2025-09-24,1
124464,CRUST LLC,,40513,,2025-10-09,2025-10-09,1
124488,MEDINA BUTCHER AND SPICE SHOP,,40517,SHOP,2025-09-23,2025-09-23,1
124489,THE WILLOW - A BLOOMING COLLECTIVE (THE,,40502,COLLECTIVE (THE,2025-09-15,2025-09-15,1
124518,PENNY'S AT POMEGRANATE,,40502,,2025-12-19,2025-12-19,1
124519,HELLO FALAFEL 1,,40517,,2025-09-24,2025-09-24,1
124527,AFC ZENSHI @ PUBLIX #2051,,40511,#2051,2025-09-10,2025-09-10,1
124536,PURPLE YUM BAKERY,,40509,,2025-09-18,2025-09-18,1
124537,CWK KY LEXINGTON RICHMOND LLC DBA WINGSTOP,,40509,LLC DBA WINGSTOP,2025-10-29,2025-10-29,1
124560,FRUTAMIXLEX,,40505,,2025-10-09,2025-10-09,1
124564,SAINT'S INKK LLC,,40509,,2025-11-25,2025-11-25,1
124570,LEXINGTON CURRY HOUSE,,40503,,2025-09-26,2025-09-26,1
124599,WIKI - LICIOUS LEXINGTON,,40502,,2025-10-21,2025-10-21,1
124600,THE LEARNING ADVENTURE CHILD DEVELOPMENT,,40511,CHILD DEVELOPMENT,2025-10-03,2025-10-03,1
124673,SO TASTY,,40505,,2025-10-22,2025-10-22,1
124683,CATHEDRAL COLLECTIVE,,40513,,2025-09-12,2025-09-12,1
124687,POLLO AZUL,,40508,,2025-11-07,2025-11-07,1
124688,KETCH,,40503,,2025-11-21,2025-11-21,1
124698,WING ZONE,,40509,,2025-10-27,2025-10-27,1
124716,REVERIE STUDIO,,40511,,2025-11-18,2025-11-18,1
124746,LATITUDE LEXINGTON - 524/525 ANGLIANA,,40508,524/525 ANGLIANA,2025-08-27,2025-08-27,1
124748,LATITUDE LEXINGTON WADE 524/525 ANGLIANA,,40508,524/525 ANGLIANA,2025-08-27,2025-08-27,1
124749,TAPSTER : KY SELF POUR LLC,,40507,LLC,2025-10-31,2025-10-31,1
124750,TACO CHILANGO,,40502,,2025-12-30,2025-12-30,1
124804,HELL HOUND HOT DOGS,,40508,,2025-10-10,2025-10-10,1
124840,"LEXINGTON RESCUE MISSION, INC",,40508,INC,2025-12-02,2025-12-02,1
124841,OASIS MEDITERRANEN RESTAURANT,,40502,,2025-10-20,2025-10-20,1
124845,NANI'S KITCHEN,,40508,,2025-10-20,2025-10-20,1
124886,POPCORN PARADISE,,40502,,2025-11-06,2025-11-06,1
124904,SEASONS CATERING,,40502,,2025-11-07,2025-11-07,1
124997,HARTLAND PARK HEALTH AND REHABILITATION,,40515,AND REHABILITATION,2025-11-21,2025-11-21,1
125003,B.G. CONCESSIONS @ LEGENDS BALL AGUAS FRESCAS PARK,,40515,AGUAS FRESCAS PARK,2025-11-21,2025-11-21,1
125005,CWK KY TATES CREEK LLC DBA WINGSTOP,,40511,DBA WINGSTOP,2025-12-09,2025-12-09,1
125012,WE ALL BOSSES KITCHEN,,40511,,2025-10-23,2025-10-23,1
125014,OLD SCHOOL COFFEE RISE UP! PIZZA TRUCK,,40502,RISE UP! PIZZA TRUCK,2025-11-17,2025-11-17,1
125063,RD1 DISTILLERY AND TASTING ROOM,,40508,ROOM,2025-11-05,2025-11-05,1
125064,JASMINE RICE THAI RESTAURANT INC,,40511,INC,2025-10-10,2025-10-10,1
125066,AFC SUSHI @ PUBLIX #1887,,40513,,2025-11-24,2025-11-24,1
125074,TEPPAN JAPANESE KITCHEN,,40504,,2025-11-14,2025-11-14,1
125084,THE MELROY,,40507,,2025-10-30,2025-10-30,1
125107,SALOONIVERSITY OF LEXINGTON LLC,,40508,LLC,2025-12-18,2025-12-18,1
125127,BLACK LABEL TATTOO STUDIO,,40509,,2025-11-20,2025-11-20,1
125144,RISE UP! PIZZA TRUCK COMMISSARY,,40505,COMMISSARY,2025-11-19,2025-11-19,1
125182,BRIAR HILL MARKET @ AVON,,40516,AVON,2025-08-11,2025-08-11,1
125198,SHAILY LLC,,40509,,2025-12-03,2025-12-03,1
125200,KWENCH JUICE CAFE,,40517,,2025-12-08,2025-12-08,1
125212,"DARK ARTS WHISKEY HOUSE, LLC",,40508,LLC,2025-12-03,2025-12-03,1
125223,SA ROSEBUD,,40508,,2025-11-05,2025-11-05,1
125225,WILDCAT MARKET,,40505,,2025-07-25,2025-07-25,1
125228,PRIME ALEXANDRA LLC,,40504,,2025-08-11,2025-08-11,1
125235,THE HILL CULINARY ARTS PROGRAM,,40508,PROGRAM,2025-07-15,2025-07-15,1
125272,CWK KY WOODLAND LLC WINGSTOP,,40508,WINGSTOP,2025-11-19,2025-11-19,1
125286,BLUEGRASS THYME & TABLE,,40504,,2025-07-08,2025-07-08,1
125287,FRESHIE'S POOLSIDE - RESTRICTED,,40515,RESTRICTED,2025-07-21,2025-07-21,1
125393,UMAMI RAMEN AND GRILL,,40502,,2025-11-24,2025-11-24,1
125396,GORDITAS LUPITA,,40509,,2025-10-24,2025-10-24,1
125438,SOULFUL CREATIONS,,40508,,2025-12-01,2025-12-01,1
125446,BISCUIT DADDY'S,,40504,,2025-12-17,2025-12-17,1
125454,PETE'S CHILL ZONE,,40509,,2025-07-02,2025-07-02,1
125517,COOPER HAUS LLC - INSIDE CANNABUZZ,,40508,CANNABUZZ,2025-12-17,2025-12-17,1
125526,HONEY J'S SOUTHERN EATERY II,,40515,II,2025-11-24,2025-11-24,1
125527,WOODHILL NUTRITION LLC BLUEGRASS CARIBBEAN CHEFS LLC,,40509,BLUEGRASS CARIBBEAN CHEFS LLC,2025-11-24,2025-11-24,1
125537,BELA INK TATTOOS,,40509,,2025-12-23,2025-12-23,1
125549,FRESHIE'S POOLSIDE - RETAIL,,40515,RETAIL,2025-07-21,2025-07-21,1
125566,CHAR,,40502,,2025-12-10,2025-12-10,1
125577,PATCHEN OAKS APARTMENTS,,40517,,2025-07-22,2025-07-22,1
125578,ONE HOLLAND FW -TOWNLEY- FIRST WATCH,,40511,FIRST WATCH,2025-12-11,2025-12-11,1
125582,KROGER - L797,,40511,,2025-09-16,2025-09-16,1
125663,JAGGER'S,,40503,,2025-07-11,2025-07-11,1
125664,KUNG FU NOODLE UK,,40508,,2025-08-07,2025-08-07,1
125681,BB LEXINGTON LLC DBA BETTER BLEND LEXINGTON,,40503,BETTER BLEND LEXINGTON,2025-08-26,2025-08-26,1
125683,JAVA JUKEBOX BREAKFAST AND COFFEE SCHIFFMAN'S JEWELERS,,40504,SCHIFFMAN'S JEWELERS,2025-12-10,2025-12-10,1
125706,ANDINA LLC DBA PONCHO,,40503,,2025-07-07,2025-07-07,1
125738,BIG BLUE KITCHEN,,40507,,2025-07-10,2025-07-10,1
125740,COUNTRY BOY BREWING,,40502,,2025-07-14,2025-07-14,1
125766,COCA COLA CONSOLIDATED-LEXTINGTON MARKET,,40511,MARKET,2025-07-08,2025-07-08,1
125767,TAT2 GURU LLC,,40513,,2025-07-08,2025-07-08,1
125768,PAPA JOHNS #88,,40503,,2025-11-26,2025-11-26,1
125805,SABORES Y DELICIAS DE HONDURAS #1,,40324,HONDURAS #1,2025-07-02,2025-07-02,1
125828,KINDRED LEMONADE,,40511,,2025-07-07,2025-07-07,1
125841,IRIE FLAVORS,,40508,,2025-10-03,2025-10-03,1
125842,DAY'S INN LEXINGTON,,40505,,2025-08-26,2025-08-26,1
125843,DAY'S INN LEXINGTON HOME2 SUITES BY HILTON LEXINGTON,,40505,HOME2 SUITES BY HILTON LEXINGTON,2025-08-26,2025-08-26,1
125930,FLOATING LOTUS KITCHEN,,40513,,2025-07-22,2025-07-22,1
125931,SUBCITY MARKET; BLUE BLOOD LIQUOR 500-502 E SEVENTH STREET,,40505,500-502 E SEVENTH STREET,2025-07-21,2025-07-21,1
125938,HOME2 SUITES BY HILTON LEXINGTON UNIVERSITY,,40503,LEXINGTON UNIVERSITY,2025-10-23,2025-10-23,1
125939,HOME2 SUITES BY HILTON LEXINGTON UNIVERSITY,,40503,LEXINGTON UNIVERSITY,2025-07-17,2025-07-17,1
125943,SON OF A BURGER JESSE'S SLOOO GOOD BBQ,,40508,JESSE'S SLOOO GOOD BBQ,2025-10-17,2025-10-17,1
125957,HARTLAND GRILL DBA J.B.STEELE'S,,40515,,2025-07-21,2025-07-21,1
126034,SOUTHERN COOKHOUSE AND BAR,,40509,BAR,2025-09-03,2025-09-03,1
126058,PANCHITOS ICE CREAM,,40511,,2025-07-25,2025-07-25,1
126074,THE V,,40507,,2025-08-27,2025-08-27,1
126091,WISE HANDS,,40505,,2025-09-12,2025-09-12,1
126118,RIVER STONE HOSPITALITY GROUP,,40508,GROUP,2025-09-04,2025-09-04,1
126125,LA FONDITA,,40502,,2025-09-05,2025-09-05,1
126127,THE FOOD MAKER,,40503,,2025-09-09,2025-09-09,1
126129,PLAYA BOWLS FRENCH QUARTER,,40509,,2025-10-28,2025-10-28,1
126131,LA GOURMET,,40504,,2025-09-03,2025-09-03,1
126133,BAD ASS COFFEE OF HAWAII,,40513,,2025-09-05,2025-09-05,1
126136,TACOS DONA JUANITA,,40505,,2025-10-23,2025-10-23,1
126138,"SABOR LATINO OF KY, LLC",,40511,LLC,2025-08-28,2025-08-28,1
126149,ESTEPPS SHELL LITTLE CAESARS,,40509,CAESARS,2025-10-07,2025-10-07,1
126151,QUE TACO FLORA AND BLOOM NUTRITION LLC,,40515,FLORA AND BLOOM NUTRITION LLC,2025-08-22,2025-08-22,1
126158,CHICKEN SALAD CHICK,,40509,,2025-10-16,2025-10-16,1
126173,MILLS COMPANIES 1. LLC DBA STARBUCKS,,40507,DBA STARBUCKS,2025-11-11,2025-11-11,1
126178,BERTS SPEAKCHEEZY,,40509,,2025-10-17,2025-10-17,1
126186,PDQ SAM'S DELI,,40505,,2025-09-08,2025-09-08,1
126198,CITY BARBEQUE,,40511,,2025-08-27,2025-08-27,1
126204,ESTRADA CUISINE,,40503,,2025-08-15,2025-08-15,1
126206,SOUND BITES FOOD SERVICE,,40507,,2025-08-15,2025-08-15,1
126230,"MAJOR DUKES SERVICES, INC",,40509,INC,2025-07-31,2025-07-31,1
126246,DOUGLAS AQUATIC CENTER MAIN,,40508,MAIN,2025-08-12,2025-08-12,1
126247,DOUGLAS AQUATIC CENTER SLIDE,,40508,SLIDE,2025-08-12,2025-08-12,1
126249,DOUGLAS AQUATIC CONCESSION,,40508,,2025-08-12,2025-08-12,1
126251,MOMMA LINDAS CHICKEN,,40517,,2025-08-22,2025-08-22,1
126253,NEW CHINA HUT LLC,,40504,,2025-08-18,2025-08-18,1
126269,WILD EGGS,,40515,,2025-08-18,2025-08-18,1
126272,28 LOUNGE,,40508,,2025-08-26,2025-08-26,1
126274,DLS EVENTS LLC-COMMISSARY KITCHEN,,40508,KITCHEN,2025-08-11,2025-08-11,1
126275,CHIPOLTE MEXICAN GRILL 5091,,40511,5091,2025-09-22,2025-09-22,1
126276,K-LAIR,,40506,,2025-08-15,2025-08-15,1
126283,SNOWFRUIT LV 797 OMG DONUTS 1 LLC,,40511,OMG DONUTS 1 LLC,2025-09-16,2025-09-16,1
126285,MARY E. BRITTON MIDDLE SCHOOL,,40509,SCHOOL,2025-08-11,2025-08-11,1
126292,TOWN BRANCH PARK DBA GATTON GENESIS HEALTH CLUBS PARK,,40508,GENESIS HEALTH CLUBS PARK,2025-07-31,2025-07-31,1
126305,PADDOCK BUILDING-THE OLD LIBRARY BAR,,40510,OLD LIBRARY BAR,2025-10-07,2025-10-07,1
126350,STARBUCK'S COFFEE SHOP,,40509,,2025-09-08,2025-09-08,1
126351,GRIFFITHS MARKET,,40508,,2025-09-03,2025-09-03,1
126362,SABOR HISPANIA LEXINGTON LLC,,40511,LLC,2025-11-12,2025-11-12,1
126371,BLESSED DOGS CART AND CATERING,,40475,CATERING,2025-07-29,2025-07-29,1
126387,BIG ONA'S HOTDOGS,,40509,,2025-08-20,2025-08-20,1
126392,FIT FUEL LEX,,40503,,2025-09-17,2025-09-17,1
126400,DSL EVENTS LLC BOX CAR CONCESSIONS,,40508,CONCESSIONS,2025-09-12,2025-09-12,1
126488,RICO ARTORIA,,40504,,2025-09-16,2025-09-16,1
126562,GIOVANNIS-NAAMA LLC HELLO FALFEL,,40502,HELLO FALFEL,2025-09-18,2025-09-18,1
126563,LEX INTERNATIONAL SUPERMARKET LLC,,40509,LLC,2025-10-10,2025-10-10,1
126648,LITTLE CAESARS,,40503,,2025-09-30,2025-09-30,1
126708,VERITAS CLASSICAL ACADEMY-EASTLAND CAMPUS,,40509,CAMPUS,2025-11-06,2025-11-06,1
126709,VERITAS CLASSICAL ACADEMY-NORTHEAST CAMPUS,,40509,CAMPUS,2025-11-06,2025-11-06,1
126719,TIN LIZZIE LEXINGTON LLC DBA FORD GARAGE,,40503,LLC DBA FORD GARAGE,2025-10-15,2025-10-15,1
126726,WILD GLIZZY-A HOT DOG STAND,,40505,STAND,2025-09-26,2025-09-26,1
126765,UKRAINIAN PENTECOSTAL CHURCH,,40503,CHURCH,2025-10-09,2025-10-09,1
126769,MI PEQUENA HOCIENDA #2 FOOD TRUCK,,40517,#2 FOOD TRUCK,2025-10-06,2025-10-06,1
126778,PANDA EXPRESS #3941,,40511,,2025-11-14,2025-11-14,1
126786,GYROZ EATERY,,40504,,2025-10-08,2025-10-08,1
126787,LUCAS LARA,,40504,,2025-10-07,2025-10-07,1
